formula,mu_b,samples,sources,dxmag_type,n_elements
AlNiPt2,0.0,5,dxmag,inverse,3.0
AlNiRh,0.0,2,dxmag,half,3.0
AlNiRh2,0.00214355,11,dxmag,inverse,3.0
AlNiRu,1.2505639249999998,6,dxmag,half,3.0
AlNiRu2,2e-07,5,dxmag,inverse,3.0
AlNiW,0.0,8,dxmag,half,3.0
AlNiW2,0.0,6,dxmag,full,3.0
AlOs2,0.0,2,dxmag,half,2.0
AlOs2Au,0.0,4,dxmag,full,3.0
AlOs2Pd,0.0,6,dxmag,inverse,3.0
AlOs2Pt,0.0,5,dxmag,inverse,3.0
AlOs2Rh,0.0,7,dxmag,inverse,3.0
AlOs2Ru,0.0,6,dxmag,inverse,3.0
AlOs2W,5e-08,5,dxmag,inverse,3.0
AlOs3,5.1e-06,5,dxmag,full,2.0
AlOsAu,0.0,6,dxmag,half,3.0
AlOsAu2,0.0,7,dxmag,full,3.0
AlOsPd,0.757925,5,dxmag,half,3.0
AlOsPd2,0.10171264999999999,8,dxmag,full,3.0
AlOsPt,0.1306625,5,dxmag,half,3.0
AlOsPt2,1e-07,9,dxmag,inverse,3.0
AlOsRh,0.0,3,dxmag,half,3.0
AlOsRh2,1.05e-06,9,dxmag,full,3.0
AlOsRu,0.0,3,dxmag,half,3.0
AlOsRu2,0.4348781,10,dxmag,full,3.0
AlOsW,2.5e-07,4,dxmag,half,3.0
AlOsW2,0.0,6,dxmag,full,3.0
AlPd2,0.0,3,dxmag,half,2.0
AlPd2Au,0.0,4,dxmag,full,3.0
AlPd2Pt,0.0,4,dxmag,full,3.0
AlPd2Rh,0.0,5,dxmag,full,3.0
AlPd2Ru,0.7595286250000001,10,dxmag,full,3.0
AlPd2W,0.0,6,dxmag,full,3.0
AlPd3,0.0,2,dxmag,full,2.0
AlPdAu,0.0,5,dxmag,half,3.0
AlPdAu2,0.0,5,dxmag,full,3.0
AlPdPt,0.0,3,dxmag,half,3.0
AlPdPt2,0.0,5,dxmag,inverse,3.0
AlPdRh,0.0,3,dxmag,half,3.0
AlPdRh2,0.389684525,8,dxmag,inverse,3.0
AlPdRu,0.3643629,5,dxmag,half,3.0
AlPdRu2,0.0016937,7,dxmag,inverse,3.0
AlPdW,0.1482553,7,dxmag,half,3.0
AlPdW2,0.0,4,dxmag,full,3.0
AlPt2,0.0,2,dxmag,half,2.0
AlPt2Au,0.0,5,dxmag,full,3.0
AlPt2Rh,0.0,6,dxmag,full,3.0
AlPt2W,0.0,7,dxmag,full,3.0
AlPt3,0.0,2,dxmag,full,2.0
AlPtAu,0.0,4,dxmag,half,3.0
AlPtAu2,0.0,6,dxmag,full,3.0
AlPtRh,0.2956319,4,dxmag,half,3.0
AlPtRh2,8.105e-05,11,dxmag,inverse,3.0
AlPtW,1e-07,5,dxmag,half,3.0
AlPtW2,0.0,5,dxmag,full,3.0
AlRe2,0.0,2,dxmag,half,2.0
AlRe2Ag,0.0,5,dxmag,full,3.0
AlRe2Au,0.0,4,dxmag,full,3.0
AlRe2Ir,0.00021204999999999998,8,dxmag,full,3.0
AlRe2Mo,0.0,4,dxmag,full,3.0
AlRe2Ni,0.0,6,dxmag,full,3.0
AlRe2Os,5.045e-05,7,dxmag,full,3.0
AlRe2Pd,0.0,7,dxmag,full,3.0
AlRe2Pt,0.00148745,7,dxmag,inverse,3.0
AlRe2Rh,0.0,7,dxmag,full,3.0
AlRe2Ru,0.0,4,dxmag,full,3.0
AlRe2W,0.0,5,dxmag,inverse,3.0
AlRe3,0.0,3,dxmag,full,2.0
AlReAg,2.157528825,6,dxmag,half,3.0
AlReAg2,1.1913602,9,dxmag,inverse,3.0
AlReAu,2.19770955,6,dxmag,half,3.0
AlReAu2,0.764024625,8,dxmag,full,3.0
AlReIr,0.0,3,dxmag,half,3.0
AlReIr2,2.5e-07,7,dxmag,inverse,3.0
AlReMo,0.0,3,dxmag,half,3.0
AlReMo2,0.0,6,dxmag,full,3.0
AlReNi,1.091455775,8,dxmag,half,3.0
AlReNi2,0.8742745,9,dxmag,full,3.0
AlReOs,0.0,4,dxmag,half,3.0
AlReOs2,1.25e-07,6,dxmag,full,3.0
AlRePd,1.7209597,7,dxmag,half,3.0
AlRePd2,0.8335494000000001,14,dxmag,full,3.0
AlRePt,0.0632184,6,dxmag,half,3.0
AlRePt2,0.423684375,10,dxmag,full,3.0
AlReRh,0.0,3,dxmag,half,3.0
AlReRh2,0.0,9,dxmag,full,3.0
AlReRu,5e-08,4,dxmag,half,3.0
AlReRu2,0.0002659,11,dxmag,inverse,3.0
AlReW,5.5e-07,4,dxmag,half,3.0
AlReW2,0.0,6,dxmag,full,3.0
AlRh2,0.0,1,dxmag,half,2.0
AlRh2Au,0.66463145,6,dxmag,inverse,3.0
AlRh2W,0.0,9,dxmag,full,3.0
AlRh3,0.973381125,4,dxmag,full,2.0
AlRhAu,0.0,4,dxmag,half,3.0
AlRhAu2,0.0,5,dxmag,full,3.0
AlRhW,0.0,3,dxmag,half,3.0
AlRhW2,0.0,3,dxmag,full,3.0
AlRu2,0.0,1,dxmag,half,2.0
AlRu2Au,0.000107825,4,dxmag,inverse,3.0
AlRu2Pt,0.195240625,6,dxmag,inverse,3.0
AlRu2Rh,0.0304547,12,dxmag,full,3.0
AlRu2W,0.15206435,7,dxmag,inverse,3.0
AlRu3,0.646242425,4,dxmag,full,2.0
AlRuAu,0.0,6,dxmag,half,3.0
AlRuAu2,0.0,5,dxmag,full,3.0
AlRuPt,0.04392665,6,dxmag,half,3.0
AlRuPt2,0.0,7,dxmag,inverse,3.0
AlRuRh,0.0,2,dxmag,half,3.0
AlRuRh2,0.72936155,8,dxmag,full,3.0
AlRuW,0.0,3,dxmag,half,3.0
AlRuW2,0.0,3,dxmag,full,3.0
AlV2,1.60067695,9,dxmag,half,2.0
AlV2Ag,6.285e-05,9,dxmag,inverse,3.0
AlV2Au,0.00032945,9,dxmag,inverse,3.0
AlV2Cd,0.0,7,dxmag,inverse,3.0
AlV2Co,0.831260975,6,dxmag,inverse,3.0
AlV2Cr,0.6785129,11,dxmag,inverse,3.0
AlV2Cu,0.001481,11,dxmag,inverse,3.0
AlV2Fe,1.525181775,14,dxmag,full,3.0
AlV2Ir,1e-07,9,dxmag,full,3.0
AlV2Mo,0.4620139,8,dxmag,full,3.0
AlV2Ni,0.0,8,dxmag,full,3.0
AlV2Os,0.17883625,7,dxmag,full,3.0
AlV2Pd,0.2243795,9,dxmag,full,3.0
AlV2Pt,0.8489772250000001,8,dxmag,full,3.0
AlV2Re,0.0003277,7,dxmag,inverse,3.0
AlV2Rh,1.917513,9,dxmag,full,3.0
AlV2Ru,0.0,6,dxmag,full,3.0
AlV2W,0.48424999999999996,8,dxmag,full,3.0
AlV2Zn,0.02427165,10,dxmag,inverse,3.0
AlV3,0.0,2,dxmag,full,2.0
AlVAg,0.9928482750000001,8,dxmag,half,3.0
AlVAg2,2.395323875,6,dxmag,inverse,3.0
AlVAu,0.7276988,9,dxmag,half,3.0
AlVAu2,2.2751576,9,dxmag,inverse,3.0
AlVCd,2.13454665,11,dxmag,half,3.0
AlVCd2,2.8531513,9,dxmag,full,3.0
AlVCo,0.09076585000000001,8,dxmag,half,3.0
AlVCo2,1.0657331,8,dxmag,inverse,3.0
AlVCr,0.0,5,dxmag,half,3.0
AlVCr2,1.181067,8,dxmag,inverse,3.0
AlVCu,0.430710375,8,dxmag,half,3.0
AlVCu2,1.3672248,7,dxmag,inverse,3.0
AlVFe,0.098449875,8,dxmag,half,3.0
AlVFe2,2.0997925,9,dxmag,inverse,3.0
AlVIr,0.15458824999999998,8,dxmag,half,3.0
AlVIr2,0.0001451,10,dxmag,full,3.0
AlVMo,0.0,5,dxmag,half,3.0
AlVMo2,0.1983777,7,dxmag,inverse,3.0
AlVNi,0.0,4,dxmag,half,3.0
AlVNi2,0.0,5,dxmag,inverse,3.0
AlVOs,0.0,3,dxmag,half,3.0
AlVOs2,0.001715875,4,dxmag,inverse,3.0
AlVPd,0.0,3,dxmag,half,3.0
AlVPd2,0.00021745,6,dxmag,full,3.0
AlVPt,0.0,2,dxmag,half,3.0
AlVPt2,5.245e-05,10,dxmag,full,3.0
AlVRe,0.07855655,8,dxmag,half,3.0
AlVRe2,1.175e-06,4,dxmag,inverse,3.0
AlVRh,0.31606305,4,dxmag,half,3.0
AlVRh2,0.00043897500000000003,12,dxmag,inverse,3.0
AlVRu,0.7574704,4,dxmag,half,3.0
AlVRu2,3.3e-06,7,dxmag,inverse,3.0
AlVW,0.0,5,dxmag,half,3.0
AlVW2,1.5e-07,7,dxmag,inverse,3.0
AlVZn,1.9153318,4,dxmag,half,3.0
AlVZn2,2.122012025,8,dxmag,full,3.0
AlW2,0.0,3,dxmag,half,2.0
AlW2Au,0.0,4,dxmag,full,3.0
AlW3,0.0,3,dxmag,full,2.0
AlWAu,0.80488435,10,dxmag,half,3.0
AlWAu2,1.45313685,10,dxmag,full,3.0
AlZn2,0.0,1,dxmag,half,2.0
AlZn2Ag,0.0,3,dxmag,full,3.0
AlZn2Au,0.0,4,dxmag,full,3.0
AlZn2Cd,0.0,2,dxmag,full,3.0
AlZn2Co,0.000198175,6,dxmag,full,3.0
AlZn2Cr,3.16613015,8,dxmag,full,3.0
AlZn2Cu,0.0,6,dxmag,full,3.0
AlZn2Fe,1.02679695,10,dxmag,full,3.0
AlZn2Ir,0.0,5,dxmag,full,3.0
AlZn2Mo,0.1326108,11,dxmag,inverse,3.0
AlZn2Ni,0.0,6,dxmag,full,3.0
AlZn2Os,0.0,6,dxmag,full,3.0
AlZn2Pd,0.0,5,dxmag,full,3.0
AlZn2Pt,0.0,5,dxmag,inverse,3.0
AlZn2Re,0.0,6,dxmag,full,3.0
AlZn2Rh,0.0,4,dxmag,full,3.0
AlZn2Ru,0.0,5,dxmag,inverse,3.0
AlZn2W,0.43181625,6,dxmag,full,3.0
AlZn3,0.0,2,dxmag,full,2.0
AlZnAg,0.0,3,dxmag,half,3.0
AlZnAg2,0.0,3,dxmag,inverse,3.0
AlZnAu,0.0,3,dxmag,half,3.0
AlZnAu2,0.0,4,dxmag,inverse,3.0
AlZnCd,0.0,4,dxmag,half,3.0
AlZnCd2,0.0,3,dxmag,full,3.0
AlZnCo,2.115e-05,5,dxmag,half,3.0
AlZnCo2,0.07833907500000001,8,dxmag,inverse,3.0
AlZnCr,3.0317556,7,dxmag,half,3.0
AlZnCr2,0.60886275,9,dxmag,inverse,3.0
AlZnCu,0.0,4,dxmag,half,3.0
AlZnCu2,0.0,5,dxmag,inverse,3.0
AlZnFe,0.0,3,dxmag,half,3.0
AlZnFe2,3.8967581,11,dxmag,inverse,3.0
AlZnIr,0.0,3,dxmag,half,3.0
AlZnIr2,0.119167575,6,dxmag,inverse,3.0
AlZnMo,1.22013395,9,dxmag,half,3.0
AlZnMo2,0.0,4,dxmag,full,3.0
AlZnNi,0.0,4,dxmag,half,3.0
AlZnNi2,0.0,3,dxmag,inverse,3.0
AlZnOs,0.0,5,dxmag,half,3.0
AlZnOs2,0.0,5,dxmag,inverse,3.0
AlZnPd,0.0,3,dxmag,half,3.0
AlZnPd2,0.0,3,dxmag,inverse,3.0
AlZnPt,0.0,3,dxmag,half,3.0
AlZnPt2,0.0,6,dxmag,full,3.0
AlZnRe,0.872072875,8,dxmag,half,3.0
AlZnRe2,0.0,5,dxmag,full,3.0
AlZnRh,0.0,4,dxmag,half,3.0
AlZnRh2,0.000125725,6,dxmag,inverse,3.0
AlZnRu,0.0,3,dxmag,half,3.0
AlZnRu2,5e-08,6,dxmag,inverse,3.0
AlZnW,0.5414482,12,dxmag,half,3.0
AlZnW2,0.0,4,dxmag,full,3.0
AsAu2,0.0,3,dxmag,half,2.0
AsAu3,0.0,2,dxmag,full,2.0
AsIr2,0.0,1,dxmag,half,2.0
AsIr2Au,0.0,3,dxmag,full,3.0
AsIr2Os,5e-08,9,dxmag,full,3.0
AsIr2Pd,0.0,5,dxmag,inverse,3.0
AsIr2Pt,0.0,7,dxmag,inverse,3.0
AsIr2Rh,0.0,6,dxmag,full,3.0
AsIr2Ru,0.0,7,dxmag,inverse,3.0
AsIr2W,0.0,7,dxmag,full,3.0
AsIr3,0.0,3,dxmag,full,2.0
AsIrAu,0.0,4,dxmag,half,3.0
AsIrAu2,0.0,4,dxmag,full,3.0
AsIrOs,3e-07,5,dxmag,half,3.0
AsIrOs2,0.0,6,dxmag,inverse,3.0
AsIrPd,0.0,4,dxmag,half,3.0
AsIrPd2,0.0,3,dxmag,full,3.0
AsIrPt,0.0,4,dxmag,half,3.0
AsIrPt2,0.0,3,dxmag,full,3.0
AsIrRh,0.0,3,dxmag,half,3.0
AsIrRh2,0.0,5,dxmag,full,3.0
AsIrRu,0.68264365,7,dxmag,half,3.0
AsIrRu2,7.5e-08,8,dxmag,inverse,3.0
AsIrW,0.0,4,dxmag,half,3.0
AsIrW2,0.0,5,dxmag,full,3.0
AsOs2,5.51e-05,2,dxmag,half,2.0
AsOs2Au,-0.0,5,dxmag,inverse,3.0
AsOs2Pd,0.0,4,dxmag,inverse,3.0
AsOs2Pt,0.0,4,dxmag,inverse,3.0
AsOs2Rh,2.5e-08,6,dxmag,inverse,3.0
AsOs2Ru,5e-08,7,dxmag,inverse,3.0
AsOs2W,0.0,10,dxmag,full,3.0
AsOs3,0.0,4,dxmag,full,2.0
AsOsAu,0.35074495,5,dxmag,half,3.0
AsOsAu2,0.26058745,8,dxmag,full,3.0
AsOsPd,0.17426775,7,dxmag,half,3.0
AsOsPd2,0.00591485,7,dxmag,full,3.0
AsOsPt,1.5569376,5,dxmag,half,3.0
AsOsPt2,0.3132296,9,dxmag,full,3.0
AsOsRh,0.1476261,7,dxmag,half,3.0
AsOsRh2,0.0,8,dxmag,full,3.0
AsOsRu,1e-07,3,dxmag,half,3.0
AsOsRu2,1.5850000000000002e-05,8,dxmag,full,3.0
AsOsW,1e-07,4,dxmag,half,3.0
AsOsW2,0.0,7,dxmag,full,3.0
AsPd2,0.0,3,dxmag,half,2.0
AsPd2Au,0.0,3,dxmag,inverse,3.0
AsPd2Pt,0.0,3,dxmag,inverse,3.0
AsPd2Rh,0.0,4,dxmag,full,3.0
AsPd2Ru,0.00544435,8,dxmag,full,3.0
AsPd2W,4e-07,5,dxmag,full,3.0
AsPd3,0.0,1,dxmag,full,2.0
AsPdAu,0.0,4,dxmag,half,3.0
AsPdAu2,0.0,3,dxmag,full,3.0
AsPdPt,0.0,5,dxmag,half,3.0
AsPdPt2,0.0,4,dxmag,full,3.0
AsPdRh,0.0,4,dxmag,half,3.0
AsPdRh2,0.0,7,dxmag,inverse,3.0
AsPdRu,0.0,4,dxmag,half,3.0
AsPdRu2,0.0,5,dxmag,inverse,3.0
AsPdW,0.63635475,7,dxmag,half,3.0
AsPdW2,0.0,5,dxmag,full,3.0
AsPt2,0.0,3,dxmag,half,2.0
AsPt2Au,0.0,3,dxmag,full,3.0
AsPt2Rh,0.0,3,dxmag,full,3.0
AsPt2W,0.00046025,7,dxmag,full,3.0
AsPt3,0.0,1,dxmag,full,2.0
AsPtAu,0.0,5,dxmag,half,3.0
AsPtAu2,0.0,4,dxmag,full,3.0
AsPtRh,0.0,4,dxmag,half,3.0
AsPtRh2,0.0,7,dxmag,inverse,3.0
AsPtW,6.0749999999999994e-06,8,dxmag,half,3.0
AsPtW2,7.5e-08,6,dxmag,inverse,3.0
AsRh2,0.0,1,dxmag,half,2.0
AsRh2Au,0.0,4,dxmag,full,3.0
AsRh2W,-0.0,5,dxmag,full,3.0
AsRh3,0.0,2,dxmag,full,2.0
AsRhAu,-0.0,6,dxmag,half,3.0
AsRhAu2,0.0,4,dxmag,full,3.0
AsRhW,0.0,5,dxmag,half,3.0
AsRhW2,0.0,8,dxmag,full,3.0
AsRu2,0.0,1,dxmag,half,2.0
AsRu2Au,0.00233985,5,dxmag,inverse,3.0
AsRu2Pt,1.5e-07,8,dxmag,inverse,3.0
AsRu2Rh,0.259312925,6,dxmag,inverse,3.0
AsRu2W,0.21924055,10,dxmag,inverse,3.0
AsRu3,0.0,3,dxmag,full,2.0
AsRuAu,0.0,4,dxmag,half,3.0
AsRuAu2,0.847210475,10,dxmag,full,3.0
AsRuPt,0.0,4,dxmag,half,3.0
AsRuPt2,0.43275465,10,dxmag,full,3.0
AsRuRh,1.04856695,7,dxmag,half,3.0
AsRuRh2,0.36532855,8,dxmag,full,3.0
AsRuW,0.0,3,dxmag,half,3.0
AsRuW2,1.5e-07,7,dxmag,inverse,3.0
AsW2,0.00316385,2,dxmag,half,2.0
AsW2Au,5.2749999999999995e-06,6,dxmag,inverse,3.0
AsW3,0.0,3,dxmag,full,2.0
AsWAu,1.77154425,5,dxmag,half,3.0
AsWAu2,0.00010475,7,dxmag,full,3.0
BiAu2,0.0,1,dxmag,half,2.0
BiAu3,0.0,3,dxmag,full,2.0
BiIr2,0.0126323,2,dxmag,half,2.0
BiIr2Au,0.0,5,dxmag,inverse,3.0
BiIr2Os,2.5e-08,8,dxmag,full,3.0
BiIr2Pd,1.5e-07,7,dxmag,inverse,3.0
BiIr2Pt,0.0,5,dxmag,full,3.0
BiIr2Rh,0.0,5,dxmag,full,3.0
BiIr2Ru,0.0,7,dxmag,inverse,3.0
BiIr2W,0.0,7,dxmag,full,3.0
BiIr3,0.0,3,dxmag,full,2.0
BiIrAu,0.0,4,dxmag,half,3.0
BiIrAu2,0.0,6,dxmag,inverse,3.0
BiIrOs,0.39389835,9,dxmag,half,3.0
BiIrOs2,0.0,5,dxmag,inverse,3.0
BiIrPd,0.0,3,dxmag,half,3.0
BiIrPd2,0.0,3,dxmag,inverse,3.0
BiIrPt,0.0,3,dxmag,half,3.0
BiIrPt2,0.0,4,dxmag,full,3.0
BiIrRh,0.0,2,dxmag,half,3.0
BiIrRh2,0.0,6,dxmag,full,3.0
BiIrRu,1.652908725,6,dxmag,half,3.0
BiIrRu2,0.0001373,12,dxmag,full,3.0
BiIrW,0.12915855,4,dxmag,half,3.0
BiIrW2,0.0,5,dxmag,full,3.0
BiMo2,0.0,1,dxmag,half,2.0
BiMo2Au,0.00010265,9,dxmag,inverse,3.0
BiMo2Ir,0.0,9,dxmag,inverse,3.0
BiMo2Os,4.845e-05,8,dxmag,full,3.0
BiMo2Pd,2.54e-05,8,dxmag,inverse,3.0
BiMo2Pt,4.52e-05,7,dxmag,inverse,3.0
BiMo2Rh,1.3375e-05,6,dxmag,full,3.0
BiMo2Ru,0.0,7,dxmag,full,3.0
BiMo2W,0.0,5,dxmag,inverse,3.0
BiMo3,0.0,2,dxmag,full,2.0
BiMoAu,1.88925095,7,dxmag,half,3.0
BiMoAu2,2.8090443250000003,6,dxmag,full,3.0
BiMoIr,0.0,2,dxmag,half,3.0
BiMoIr2,0.0,5,dxmag,full,3.0
BiMoOs,0.0,3,dxmag,half,3.0
BiMoOs2,0.0,7,dxmag,full,3.0
BiMoPd,1.85986345,5,dxmag,half,3.0
BiMoPd2,2.1945178,5,dxmag,full,3.0
BiMoPt,1.6733707,5,dxmag,half,3.0
BiMoPt2,1.3950567,7,dxmag,full,3.0
BiMoRh,0.0,2,dxmag,half,3.0
BiMoRh2,0.26337337499999997,10,dxmag,full,3.0
BiMoRu,0.15281205,5,dxmag,half,3.0
BiMoRu2,0.0004569,9,dxmag,full,3.0
BiMoW,-0.0,3,dxmag,half,3.0
BiMoW2,0.0,5,dxmag,full,3.0
BiOs2,0.23878915,3,dxmag,half,2.0
BiOs2Au,0.0,3,dxmag,inverse,3.0
BiOs2Pd,0.0,5,dxmag,inverse,3.0
BiOs2Pt,5e-08,6,dxmag,inverse,3.0
BiOs2Rh,5e-08,7,dxmag,inverse,3.0
BiOs2Ru,0.0,5,dxmag,inverse,3.0
BiOs2W,1.365e-05,9,dxmag,full,3.0
BiOs3,0.451486475,6,dxmag,full,2.0
BiOsAu,5e-08,5,dxmag,half,3.0
BiOsAu2,0.042755625,10,dxmag,full,3.0
BiOsPd,1.02214495,5,dxmag,half,3.0
BiOsPd2,0.79222825,8,dxmag,full,3.0
BiOsPt,1.9805503,5,dxmag,half,3.0
BiOsPt2,0.001459375,8,dxmag,full,3.0
BiOsRh,2.25943045,5,dxmag,half,3.0
BiOsRh2,0.001761075,10,dxmag,full,3.0
BiOsRu,0.185963525,8,dxmag,half,3.0
BiOsRu2,0.0037189,9,dxmag,full,3.0
BiOsW,2e-07,4,dxmag,half,3.0
BiOsW2,0.0,7,dxmag,full,3.0
BiPd2,0.0,1,dxmag,half,2.0
BiPd2Au,0.0,3,dxmag,inverse,3.0
BiPd2Pt,0.0,3,dxmag,inverse,3.0
BiPd2Rh,9.415e-05,7,dxmag,full,3.0
BiPd2Ru,1.681905625,6,dxmag,full,3.0
BiPd2W,0.437735675,8,dxmag,full,3.0
BiPd3,0.0,2,dxmag,full,2.0
BiPdAu,0.0,3,dxmag,half,3.0
BiPdAu2,0.0,4,dxmag,full,3.0
BiPdPt,0.0,2,dxmag,half,3.0
BiPdPt2,0.0,4,dxmag,full,3.0
BiPdRh,0.0,4,dxmag,half,3.0
BiPdRh2,0.0,4,dxmag,full,3.0
BiPdRu,1.33010935,5,dxmag,half,3.0
BiPdRu2,0.0909254,7,dxmag,inverse,3.0
BiPdW,1.6944104,7,dxmag,half,3.0
BiPdW2,3e-07,9,dxmag,inverse,3.0
BiPt2,0.0,1,dxmag,half,2.0
BiPt2Au,0.0,4,dxmag,full,3.0
BiPt2Rh,0.000287725,8,dxmag,full,3.0
BiPt2W,3.445e-05,7,dxmag,full,3.0
BiPt3,0.0,2,dxmag,full,2.0
BiPtAu,0.0,3,dxmag,half,3.0
BiPtAu2,0.0,3,dxmag,full,3.0
BiPtRh,0.0,3,dxmag,half,3.0
BiPtRh2,4.97e-05,5,dxmag,inverse,3.0
BiPtW,0.00156935,6,dxmag,half,3.0
BiPtW2,0.0,9,dxmag,inverse,3.0
BiRh2,0.0,1,dxmag,half,2.0
BiRh2Au,0.0,5,dxmag,full,3.0
BiRh2W,0.00031045,9,dxmag,full,3.0
BiRh3,0.0,3,dxmag,full,2.0
BiRhAu,0.0,4,dxmag,half,3.0
BiRhAu2,0.0,5,dxmag,inverse,3.0
BiRhW,0.120383075,8,dxmag,half,3.0
BiRhW2,0.0,8,dxmag,inverse,3.0
BiRu2,0.6002631,5,dxmag,half,2.0
BiRu2Au,0.889122125,10,dxmag,inverse,3.0
BiRu2Pt,0.11626922499999999,8,dxmag,inverse,3.0
BiRu2Rh,0.2673621,7,dxmag,inverse,3.0
BiRu2W,0.351763225,12,dxmag,full,3.0
BiRu3,1.20363525,7,dxmag,full,2.0
BiRuAu,1.3020991,7,dxmag,half,3.0
BiRuAu2,0.79985825,7,dxmag,full,3.0
BiRuPt,0.0,3,dxmag,half,3.0
BiRuPt2,0.0,5,dxmag,inverse,3.0
BiRuRh,0.0,2,dxmag,half,3.0
BiRuRh2,0.1209149,11,dxmag,full,3.0
BiRuW,0.16558625,5,dxmag,half,3.0
BiRuW2,0.0,7,dxmag,inverse,3.0
BiW2,0.0009127,3,dxmag,half,2.0
BiW2Au,0.0,7,dxmag,inverse,3.0
BiW3,0.0024701,5,dxmag,full,2.0
BiWAu,2.0595625,9,dxmag,half,3.0
BiWAu2,2.34164635,8,dxmag,full,3.0
Cd2AgAs,0.0,4,dxmag,full,3.0
Cd2AgBi,0.0,4,dxmag,inverse,3.0
Cd2AgGe,0.0,6,dxmag,full,3.0
Cd2AgP,0.0,6,dxmag,full,3.0
Cd2AgPb,0.0,6,dxmag,full,3.0
Cd2AgSb,0.0,5,dxmag,inverse,3.0
Cd2AgSn,0.0,5,dxmag,inverse,3.0
Cd2As,0.0,3,dxmag,half,2.0
Cd2AsAu,0.0,5,dxmag,full,3.0
Cd2AsIr,0.0,5,dxmag,full,3.0
Cd2AsOs,0.0,7,dxmag,inverse,3.0
Cd2AsPd,0.0,4,dxmag,full,3.0
Cd2AsPt,0.0,4,dxmag,full,3.0
Cd2AsRh,0.0,4,dxmag,full,3.0
Cd2AsRu,0.000100525,6,dxmag,full,3.0
Cd2AsW,0.0860428,9,dxmag,full,3.0
Cd2Bi,0.0,1,dxmag,half,2.0
Cd2BiAu,0.0,4,dxmag,full,3.0
Cd2BiIr,0.0,6,dxmag,full,3.0
Cd2BiMo,1.3180728,9,dxmag,full,3.0
Cd2BiOs,0.0,6,dxmag,full,3.0
Cd2BiPd,0.0,5,dxmag,full,3.0
Cd2BiPt,0.0,5,dxmag,full,3.0
Cd2BiRh,0.0,6,dxmag,full,3.0
Cd2BiRu,0.0,5,dxmag,inverse,3.0
Cd2BiW,0.7596853,11,dxmag,inverse,3.0
Cd2CoAs,0.0034589,8,dxmag,full,3.0
Cd2CoBi,0.0,6,dxmag,full,3.0
Cd2CoGe,0.4591936,8,dxmag,full,3.0
Cd2CoP,0.0043753,13,dxmag,inverse,3.0
Cd2CoPb,0.20153,12,dxmag,full,3.0
Cd2CoSb,0.1030073,11,dxmag,inverse,3.0
Cd2CoSi,0.20525325,13,dxmag,full,3.0
Cd2CoSn,0.1349475,12,dxmag,full,3.0
Cd2CuAs,0.0,5,dxmag,inverse,3.0
Cd2CuBi,0.0,4,dxmag,full,3.0
Cd2CuGe,0.0,6,dxmag,full,3.0
Cd2CuP,0.0,7,dxmag,inverse,3.0
Cd2CuPb,0.0,5,dxmag,full,3.0
Cd2CuSb,0.0,6,dxmag,full,3.0
Cd2CuSi,0.0,4,dxmag,full,3.0
Cd2CuSn,0.0,5,dxmag,inverse,3.0
Cd2FeAs,2.84066865,7,dxmag,full,3.0
Cd2FeBi,2.84709755,11,dxmag,inverse,3.0
Cd2FeGe,2.560831125,8,dxmag,full,3.0
Cd2FeP,2.7251031,11,dxmag,full,3.0
Cd2FePb,2.52940005,8,dxmag,full,3.0
Cd2FeSb,2.7489320250000002,8,dxmag,full,3.0
Cd2FeSi,2.3072031,11,dxmag,full,3.0
Cd2FeSn,2.4605532,10,dxmag,full,3.0
Cd2Ga,0.0,1,dxmag,half,2.0
Cd2GaAg,0.0,4,dxmag,full,3.0
Cd2GaAu,0.0,4,dxmag,full,3.0
Cd2GaCo,0.4445381,11,dxmag,inverse,3.0
Cd2GaCu,0.0,5,dxmag,inverse,3.0
Cd2GaFe,2.26990895,9,dxmag,full,3.0
Cd2GaIr,0.0,6,dxmag,full,3.0
Cd2GaMo,1.0542978,12,dxmag,full,3.0
Cd2GaNi,0.0,6,dxmag,full,3.0
Cd2GaOs,0.0,8,dxmag,full,3.0
Cd2GaPd,0.0,5,dxmag,full,3.0
Cd2GaPt,0.0,5,dxmag,full,3.0
Cd2GaRe,7.5e-08,8,dxmag,full,3.0
Cd2GaRh,0.0,6,dxmag,full,3.0
Cd2GaRu,7.5e-08,8,dxmag,full,3.0
Cd2GaW,1.157083,10,dxmag,full,3.0
Cd2Ge,0.0,1,dxmag,half,2.0
Cd2GeAu,0.0,5,dxmag,inverse,3.0
Cd2GeIr,0.0,6,dxmag,full,3.0
Cd2GeMo,0.00023635,7,dxmag,full,3.0
Cd2GeOs,0.0,7,dxmag,full,3.0
Cd2GePd,0.0,5,dxmag,full,3.0
Cd2GePt,0.0,6,dxmag,full,3.0
Cd2GeRh,0.0,6,dxmag,full,3.0
Cd2GeRu,0.0,6,dxmag,full,3.0
Cd2GeW,0.1626814,9,dxmag,full,3.0
Cd2In,0.0,1,dxmag,half,2.0
Cd2InAg,0.0,3,dxmag,inverse,3.0
Cd2InAu,0.0,4,dxmag,full,3.0
Cd2InCo,0.5665285250000001,8,dxmag,full,3.0
Cd2InCu,0.0,2,dxmag,full,3.0
Cd2InFe,2.24632435,9,dxmag,full,3.0
Cd2InIr,0.0,4,dxmag,full,3.0
Cd2InMo,2.27448075,10,dxmag,full,3.0
