formula,mu_b,samples,sources,dxmag_type,n_elements
ZnSbAu,0.0,2,dxmag,half,3.0
ZnSbAu2,0.0,5,dxmag,full,3.0
ZnSbIr,0.0,3,dxmag,half,3.0
ZnSbIr2,0.0,8,dxmag,full,3.0
ZnSbMo,1.7101397,12,dxmag,half,3.0
ZnSbMo2,0.0,7,dxmag,inverse,3.0
ZnSbOs,0.0,4,dxmag,half,3.0
ZnSbOs2,0.0,3,dxmag,inverse,3.0
ZnSbPd,0.0,3,dxmag,half,3.0
ZnSbPd2,0.0,4,dxmag,inverse,3.0
ZnSbPt,0.0,4,dxmag,half,3.0
ZnSbPt2,0.0,4,dxmag,inverse,3.0
ZnSbRh,0.0,3,dxmag,half,3.0
ZnSbRh2,0.0,6,dxmag,full,3.0
ZnSbRu,7.5e-08,6,dxmag,half,3.0
ZnSbRu2,6.5e-07,7,dxmag,inverse,3.0
ZnSbW,1.028949,9,dxmag,half,3.0
ZnSbW2,0.0,5,dxmag,inverse,3.0
ZnSiAg,0.0,3,dxmag,half,3.0
ZnSiAg2,0.0,6,dxmag,full,3.0
ZnSiAu,0.0,3,dxmag,half,3.0
ZnSiAu2,0.0,4,dxmag,full,3.0
ZnSiIr,0.0,3,dxmag,half,3.0
ZnSiIr2,0.000549075,6,dxmag,inverse,3.0
ZnSiMo,0.160987525,8,dxmag,half,3.0
ZnSiMo2,0.0,5,dxmag,full,3.0
ZnSiNi,0.0,4,dxmag,half,3.0
ZnSiNi2,0.0,5,dxmag,inverse,3.0
ZnSiOs,0.0,6,dxmag,half,3.0
ZnSiOs2,0.0,4,dxmag,inverse,3.0
ZnSiPd,0.0,3,dxmag,half,3.0
ZnSiPd2,0.0,4,dxmag,inverse,3.0
ZnSiPt,0.0,4,dxmag,half,3.0
ZnSiPt2,0.0,6,dxmag,full,3.0
ZnSiRh,0.0,4,dxmag,half,3.0
ZnSiRh2,0.0,4,dxmag,inverse,3.0
ZnSiRu,0.0,5,dxmag,half,3.0
ZnSiRu2,3.8925e-05,6,dxmag,full,3.0
ZnSiW,0.344030925,10,dxmag,half,3.0
ZnSiW2,0.0,6,dxmag,full,3.0
ZnSnAu,0.0,3,dxmag,half,3.0
ZnSnAu2,0.0,5,dxmag,inverse,3.0
ZnSnIr,0.0,3,dxmag,half,3.0
ZnSnIr2,5e-08,5,dxmag,inverse,3.0
ZnSnMo,1.84326635,8,dxmag,half,3.0
ZnSnMo2,0.0,5,dxmag,full,3.0
ZnSnOs,0.0,4,dxmag,half,3.0
ZnSnOs2,0.0,4,dxmag,inverse,3.0
ZnSnPd,0.0,3,dxmag,half,3.0
ZnSnPd2,0.0,3,dxmag,inverse,3.0
ZnSnPt,0.0,2,dxmag,half,3.0
ZnSnPt2,0.0,5,dxmag,inverse,3.0
ZnSnRh,0.0,3,dxmag,half,3.0
ZnSnRh2,0.0,5,dxmag,inverse,3.0
ZnSnRu,0.0,3,dxmag,half,3.0
ZnSnRu2,0.000246725,6,dxmag,full,3.0
ZnSnW,1.8301243249999999,10,dxmag,half,3.0
ZnSnW2,0.0,6,dxmag,full,3.0
Zr2AgAs,0.0,7,dxmag,inverse,3.0
Zr2AgBi,0.1574447,9,dxmag,full,3.0
Zr2AgGe,0.0,7,dxmag,inverse,3.0
Zr2AgP,0.0,7,dxmag,inverse,3.0
Zr2AgPb,0.0024736,11,dxmag,inverse,3.0
Zr2AgSb,0.0,8,dxmag,inverse,3.0
Zr2AgSn,0.1279324,11,dxmag,inverse,3.0
Zr2Al,0.567390575,8,dxmag,half,2.0
Zr2AlAg,0.0,5,dxmag,inverse,3.0
Zr2AlAu,0.0,6,dxmag,inverse,3.0
Zr2AlCd,1e-07,7,dxmag,inverse,3.0
Zr2AlCo,1.9695202,7,dxmag,full,3.0
Zr2AlCr,0.64355275,6,dxmag,full,3.0
Zr2AlCu,0.0,6,dxmag,inverse,3.0
Zr2AlFe,0.202477,9,dxmag,inverse,3.0
Zr2AlIr,0.0,5,dxmag,inverse,3.0
Zr2AlMo,0.0,3,dxmag,inverse,3.0
Zr2AlNi,0.37683707499999997,10,dxmag,inverse,3.0
Zr2AlOs,0.1551252,9,dxmag,inverse,3.0
Zr2AlPd,5e-08,9,dxmag,inverse,3.0
Zr2AlPt,5e-08,10,dxmag,inverse,3.0
Zr2AlRe,0.0,4,dxmag,full,3.0
Zr2AlRh,1e-07,7,dxmag,inverse,3.0
Zr2AlRu,0.1044105,7,dxmag,inverse,3.0
Zr2AlV,0.14554115,9,dxmag,inverse,3.0
Zr2AlW,0.005841875,6,dxmag,inverse,3.0
Zr2AlZn,0.0,5,dxmag,inverse,3.0
Zr2As,0.1514822,5,dxmag,half,2.0
Zr2AsAu,1e-07,7,dxmag,inverse,3.0
Zr2AsIr,5e-08,9,dxmag,inverse,3.0
Zr2AsOs,0.0,8,dxmag,inverse,3.0
Zr2AsPd,5.25e-06,7,dxmag,inverse,3.0
Zr2AsPt,2.5e-07,11,dxmag,inverse,3.0
Zr2AsRh,0.0,6,dxmag,full,3.0
Zr2AsRu,5e-08,7,dxmag,inverse,3.0
Zr2AsW,0.0,6,dxmag,full,3.0
Zr2Bi,0.0,3,dxmag,half,2.0
Zr2BiAu,0.2622476,7,dxmag,inverse,3.0
Zr2BiIr,2.5e-08,6,dxmag,inverse,3.0
Zr2BiMo,0.0,4,dxmag,full,3.0
Zr2BiOs,5e-07,7,dxmag,inverse,3.0
Zr2BiPd,2e-07,7,dxmag,inverse,3.0
Zr2BiPt,3.18e-05,8,dxmag,full,3.0
Zr2BiRh,0.0,5,dxmag,inverse,3.0
Zr2BiRu,0.1009953,8,dxmag,inverse,3.0
Zr2BiW,0.0,7,dxmag,inverse,3.0
Zr2CdAs,0.0012702,9,dxmag,inverse,3.0
Zr2CdBi,1.5e-07,6,dxmag,full,3.0
Zr2CdGa,0.0,7,dxmag,inverse,3.0
Zr2CdGe,0.00184745,11,dxmag,inverse,3.0
Zr2CdIn,0.0002412,8,dxmag,inverse,3.0
Zr2CdP,0.00020255000000000002,10,dxmag,inverse,3.0
Zr2CdPb,0.6286419,9,dxmag,inverse,3.0
Zr2CdSb,5e-08,5,dxmag,inverse,3.0
Zr2CdSi,4e-07,7,dxmag,inverse,3.0
Zr2CdSn,0.020332424999999998,10,dxmag,inverse,3.0
Zr2CoAs,0.0,7,dxmag,inverse,3.0
Zr2CoBi,0.01342365,11,dxmag,inverse,3.0
Zr2CoGe,1.3765509,11,dxmag,inverse,3.0
Zr2CoP,2.5e-07,7,dxmag,inverse,3.0
Zr2CoPb,1.6221264,11,dxmag,inverse,3.0
Zr2CoSb,0.646700125,12,dxmag,full,3.0
Zr2CoSi,1.37126925,11,dxmag,inverse,3.0
Zr2CoSn,0.00161845,11,dxmag,inverse,3.0
Zr2CrAs,2.3525e-05,8,dxmag,inverse,3.0
Zr2CrBi,5e-08,5,dxmag,full,3.0
Zr2CrGa,1.0,4,dxmag,inverse,3.0
Zr2CrGe,0.0005803,8,dxmag,inverse,3.0
Zr2CrIn,0.5002181,6,dxmag,inverse,3.0
Zr2CrP,0.0,6,dxmag,full,3.0
Zr2CrPb,0.0,7,dxmag,inverse,3.0
Zr2CrSb,0.0001175,7,dxmag,inverse,3.0
Zr2CrSi,6.52e-05,9,dxmag,inverse,3.0
Zr2CrSn,0.00032625,9,dxmag,inverse,3.0
Zr2CuAs,0.0,10,dxmag,inverse,3.0
Zr2CuBi,1.375e-06,10,dxmag,inverse,3.0
Zr2CuGe,5e-08,8,dxmag,inverse,3.0
Zr2CuP,0.0,7,dxmag,inverse,3.0
Zr2CuPb,0.0002444,9,dxmag,inverse,3.0
Zr2CuSb,0.0,9,dxmag,inverse,3.0
Zr2CuSi,0.0,8,dxmag,inverse,3.0
Zr2CuSn,0.0,6,dxmag,inverse,3.0
Zr2FeAs,6.935e-05,10,dxmag,inverse,3.0
Zr2FeBi,1.490753825,10,dxmag,inverse,3.0
Zr2FeGe,1.2546353,10,dxmag,inverse,3.0
Zr2FeP,0.277450175,14,dxmag,inverse,3.0
Zr2FePb,0.0024404,7,dxmag,inverse,3.0
Zr2FeSb,1.9170114749999998,10,dxmag,inverse,3.0
Zr2FeSi,0.000229525,10,dxmag,inverse,3.0
Zr2FeSn,1.63468745,11,dxmag,inverse,3.0
Zr2Ga,0.6601846499999999,6,dxmag,half,2.0
Zr2GaAg,0.0,4,dxmag,inverse,3.0
Zr2GaAu,5e-08,9,dxmag,inverse,3.0
Zr2GaCo,0.00019845,9,dxmag,inverse,3.0
Zr2GaCu,4.1e-06,8,dxmag,inverse,3.0
Zr2GaFe,0.0,5,dxmag,full,3.0
Zr2GaIr,0.0,5,dxmag,inverse,3.0
Zr2GaMo,5.75e-06,5,dxmag,inverse,3.0
Zr2GaNi,2.5e-07,11,dxmag,inverse,3.0
Zr2GaOs,0.0,5,dxmag,inverse,3.0
Zr2GaPd,0.7468987,7,dxmag,full,3.0
Zr2GaPt,0.0024884,7,dxmag,full,3.0
Zr2GaRe,0.0,5,dxmag,inverse,3.0
Zr2GaRh,5e-08,5,dxmag,inverse,3.0
Zr2GaRu,4.25e-07,4,dxmag,inverse,3.0
Zr2GaW,2.84e-05,5,dxmag,inverse,3.0
Zr2Ge,3.47e-05,3,dxmag,half,2.0
Zr2GeAu,2.5e-08,8,dxmag,inverse,3.0
Zr2GeIr,0.0,8,dxmag,inverse,3.0
Zr2GeMo,0.0,3,dxmag,inverse,3.0
Zr2GeOs,2.25e-07,10,dxmag,inverse,3.0
Zr2GePd,0.0,7,dxmag,inverse,3.0
Zr2GePt,1.5e-07,7,dxmag,inverse,3.0
Zr2GeRh,0.0002158,7,dxmag,inverse,3.0
Zr2GeRu,3e-07,7,dxmag,inverse,3.0
Zr2GeW,-0.0,7,dxmag,inverse,3.0
Zr2In,0.0,2,dxmag,half,2.0
Zr2InAg,0.0,5,dxmag,inverse,3.0
Zr2InAu,5e-08,5,dxmag,inverse,3.0
Zr2InCo,0.9387513749999999,10,dxmag,full,3.0
Zr2InCu,0.0,6,dxmag,inverse,3.0
Zr2InFe,1.0020951999999999,10,dxmag,inverse,3.0
Zr2InIr,5e-08,5,dxmag,inverse,3.0
Zr2InMo,0.0,3,dxmag,inverse,3.0
Zr2InNi,0.0,11,dxmag,inverse,3.0
Zr2InOs,0.508902975,8,dxmag,inverse,3.0
Zr2InPd,0.5016126000000001,8,dxmag,full,3.0
Zr2InPt,0.0,6,dxmag,full,3.0
Zr2InRe,0.0,5,dxmag,inverse,3.0
Zr2InRh,2e-07,7,dxmag,inverse,3.0
Zr2InRu,0.3483289,6,dxmag,inverse,3.0
Zr2InW,0.00031625,7,dxmag,inverse,3.0
Zr2IrPb,0.0,6,dxmag,full,3.0
Zr2MnAl,0.00123605,8,dxmag,inverse,3.0
Zr2MnAs,0.0001544,9,dxmag,inverse,3.0
Zr2MnBi,1.9181107,13,dxmag,inverse,3.0
Zr2MnGa,0.0001049,7,dxmag,inverse,3.0
Zr2MnGe,0.56635205,13,dxmag,inverse,3.0
Zr2MnIn,0.02532715,8,dxmag,inverse,3.0
Zr2MnP,0.000143075,14,dxmag,full,3.0
Zr2MnPb,0.8963407000000001,8,dxmag,full,3.0
Zr2MnSb,1.767558675,10,dxmag,full,3.0
Zr2MnSi,1.4e-06,9,dxmag,full,3.0
Zr2MnSn,0.1564521,8,dxmag,full,3.0
Zr2MnTl,0.2903815,8,dxmag,full,3.0
Zr2MoAs,0.0,4,dxmag,full,3.0
Zr2MoP,0.0,5,dxmag,full,3.0
Zr2MoPb,0.0,3,dxmag,inverse,3.0
Zr2NbAl,0.0,3,dxmag,inverse,3.0
Zr2NbAs,5e-08,5,dxmag,inverse,3.0
Zr2NbBi,0.052890725,8,dxmag,inverse,3.0
Zr2NbGa,5e-08,5,dxmag,inverse,3.0
Zr2NbGe,0.24692597500000002,6,dxmag,inverse,3.0
Zr2NbIn,0.0,4,dxmag,full,3.0
Zr2NbP,0.0,6,dxmag,full,3.0
Zr2NbPb,0.0003067,7,dxmag,inverse,3.0
Zr2NbSb,0.0,4,dxmag,full,3.0
Zr2NbSi,0.0001202,7,dxmag,inverse,3.0
Zr2NbSn,0.0,3,dxmag,inverse,3.0
Zr2NbTl,0.0,4,dxmag,full,3.0
Zr2NiAs,0.0,8,dxmag,inverse,3.0
Zr2NiBi,0.0,6,dxmag,inverse,3.0
Zr2NiGe,1.7e-06,10,dxmag,inverse,3.0
Zr2NiP,0.0,6,dxmag,inverse,3.0
Zr2NiPb,2.5e-08,12,dxmag,inverse,3.0
Zr2NiSb,3.2499999999999996e-07,10,dxmag,inverse,3.0
Zr2NiSn,1.6e-06,11,dxmag,inverse,3.0
Zr2OsPb,0.0,6,dxmag,full,3.0
Zr2P,0.0002695,3,dxmag,half,2.0
Zr2PAu,0.0,8,dxmag,inverse,3.0
Zr2PIr,0.0,7,dxmag,inverse,3.0
Zr2POs,0.0,9,dxmag,inverse,3.0
Zr2PPd,1e-07,11,dxmag,inverse,3.0
Zr2PPt,2e-07,9,dxmag,inverse,3.0
Zr2PRh,5.3e-06,9,dxmag,inverse,3.0
Zr2PRu,0.0,8,dxmag,inverse,3.0
Zr2PW,0.0,7,dxmag,inverse,3.0
Zr2Pb,0.0,2,dxmag,half,2.0
Zr2PbAu,0.30595935,11,dxmag,inverse,3.0
Zr2PbW,0.0,6,dxmag,inverse,3.0
Zr2PdPb,0.0,8,dxmag,inverse,3.0
Zr2PtPb,2e-05,9,dxmag,inverse,3.0
Zr2ReAs,8.249999999999999e-07,8,dxmag,full,3.0
Zr2ReBi,8.249999999999999e-07,6,dxmag,full,3.0
Zr2ReGe,6.499999999999999e-07,6,dxmag,full,3.0
Zr2ReP,0.0,7,dxmag,inverse,3.0
Zr2RePb,0.0,6,dxmag,full,3.0
Zr2ReSb,2.3e-06,9,dxmag,inverse,3.0
Zr2ReSi,0.0,6,dxmag,full,3.0
Zr2ReSn,2e-07,7,dxmag,inverse,3.0
Zr2RhPb,0.0,5,dxmag,inverse,3.0
Zr2RuPb,0.0,8,dxmag,inverse,3.0
Zr2Sb,0.0,3,dxmag,half,2.0
Zr2SbAu,0.01390025,8,dxmag,inverse,3.0
Zr2SbIr,0.0,7,dxmag,inverse,3.0
Zr2SbMo,0.0,4,dxmag,full,3.0
Zr2SbOs,5e-08,7,dxmag,inverse,3.0
Zr2SbPd,2.5e-07,7,dxmag,full,3.0
Zr2SbPt,7.5e-07,9,dxmag,inverse,3.0
Zr2SbRh,4.525e-05,9,dxmag,inverse,3.0
Zr2SbRu,0.256192525,6,dxmag,inverse,3.0
Zr2SbW,0.0,6,dxmag,full,3.0
Zr2ScAl,0.515365475,8,dxmag,inverse,3.0
Zr2ScAs,0.26250229999999997,8,dxmag,inverse,3.0
Zr2ScBi,0.6795989,8,dxmag,full,3.0
Zr2ScGa,0.0,8,dxmag,full,3.0
Zr2ScGe,0.4105326,8,dxmag,full,3.0
Zr2ScIn,0.52684305,8,dxmag,inverse,3.0
Zr2ScP,0.47664660000000003,8,dxmag,full,3.0
Zr2ScPb,0.00053885,7,dxmag,full,3.0
Zr2ScSb,0.00164415,9,dxmag,inverse,3.0
Zr2ScSi,0.4275486,7,dxmag,full,3.0
Zr2ScSn,0.3154422,7,dxmag,inverse,3.0
Zr2ScTl,3e-07,7,dxmag,inverse,3.0
Zr2Si,0.0,3,dxmag,half,2.0
Zr2SiAg,0.0,5,dxmag,inverse,3.0
Zr2SiAu,6.75e-06,5,dxmag,inverse,3.0
Zr2SiIr,2.645e-05,7,dxmag,inverse,3.0
Zr2SiMo,0.0,3,dxmag,inverse,3.0
Zr2SiNi,2.5e-08,10,dxmag,inverse,3.0
Zr2SiOs,0.055442874999999996,8,dxmag,inverse,3.0
Zr2SiPd,5e-08,7,dxmag,inverse,3.0
Zr2SiPt,0.0,10,dxmag,inverse,3.0
Zr2SiRh,0.305149825,14,dxmag,inverse,3.0
Zr2SiRu,2.5e-08,8,dxmag,inverse,3.0
Zr2SiW,-0.0,5,dxmag,inverse,3.0
Zr2Sn,3.27353,3,dxmag,half,2.0
Zr2SnAu,0.0,9,dxmag,inverse,3.0
Zr2SnIr,0.0,7,dxmag,inverse,3.0
Zr2SnMo,0.0,3,dxmag,inverse,3.0
Zr2SnOs,0.00010185,6,dxmag,full,3.0
Zr2SnPd,0.0,8,dxmag,inverse,3.0
Zr2SnPt,0.23453435,8,dxmag,full,3.0
Zr2SnRh,1.270670825,6,dxmag,inverse,3.0
Zr2SnRu,0.0,9,dxmag,inverse,3.0
Zr2SnW,0.0,6,dxmag,inverse,3.0
Zr2TaAl,3.3750000000000003e-06,8,dxmag,inverse,3.0
Zr2TaAs,0.0,4,dxmag,full,3.0
Zr2TaBi,0.0,4,dxmag,full,3.0
Zr2TaGa,8.45e-06,5,dxmag,full,3.0
Zr2TaGe,4.7e-06,4,dxmag,inverse,3.0
Zr2TaIn,5e-08,5,dxmag,inverse,3.0
Zr2TaP,0.0,5,dxmag,full,3.0
Zr2TaPb,0.0,4,dxmag,full,3.0
Zr2TaSb,0.0,4,dxmag,full,3.0
Zr2TaSi,0.08425905,6,dxmag,inverse,3.0
Zr2TaSn,0.0,4,dxmag,full,3.0
Zr2TaTl,0.00044225,7,dxmag,inverse,3.0
Zr2TiAl,0.870303075,8,dxmag,inverse,3.0
Zr2TiAs,1.17094675,8,dxmag,full,3.0
Zr2TiBi,1.2274247,6,dxmag,full,3.0
Zr2TiGa,0.9594182,11,dxmag,full,3.0
Zr2TiGe,6e-07,6,dxmag,full,3.0
Zr2TiIn,0.97447325,8,dxmag,full,3.0
Zr2TiP,0.8994804,7,dxmag,full,3.0
Zr2TiPb,0.0015476,7,dxmag,full,3.0
Zr2TiSb,0.5399027000000001,6,dxmag,full,3.0
Zr2TiSi,0.1270153,10,dxmag,inverse,3.0
Zr2TiSn,2.485e-05,8,dxmag,inverse,3.0
Zr2TiTl,0.341600425,8,dxmag,full,3.0
Zr2Tl,3.0008514,3,dxmag,half,2.0
Zr2TlAg,0.0,5,dxmag,inverse,3.0
Zr2TlAu,0.0,5,dxmag,inverse,3.0
Zr2TlCd,0.2495456,8,dxmag,inverse,3.0
Zr2TlCo,0.31300805,12,dxmag,full,3.0
Zr2TlCr,0.0,3,dxmag,inverse,3.0
Zr2TlCu,0.0,6,dxmag,inverse,3.0
Zr2TlFe,0.9653052,8,dxmag,full,3.0
Zr2TlIr,0.0,5,dxmag,inverse,3.0
Zr2TlMo,0.0,3,dxmag,inverse,3.0
Zr2TlNi,0.0009918,11,dxmag,inverse,3.0
Zr2TlOs,1e-07,7,dxmag,inverse,3.0
Zr2TlPd,0.9798337,7,dxmag,full,3.0
Zr2TlPt,0.0,5,dxmag,inverse,3.0
Zr2TlRe,0.0,5,dxmag,inverse,3.0
Zr2TlRh,5e-08,5,dxmag,inverse,3.0
Zr2TlRu,0.57524145,7,dxmag,inverse,3.0
Zr2TlV,1.6977384,5,dxmag,full,3.0
Zr2TlW,0.0,6,dxmag,inverse,3.0
Zr2TlZn,0.0002163,8,dxmag,full,3.0
Zr2VAs,2.61e-05,8,dxmag,inverse,3.0
Zr2VBi,0.0,4,dxmag,full,3.0
Zr2VGa,0.2199468,9,dxmag,inverse,3.0
Zr2VGe,0.6875878,7,dxmag,inverse,3.0
Zr2VIn,0.8616997,6,dxmag,full,3.0
Zr2VP,0.00029455,8,dxmag,full,3.0
Zr2VPb,1.0,9,dxmag,inverse,3.0
Zr2VSb,1e-07,9,dxmag,inverse,3.0
Zr2VSi,0.7566966,7,dxmag,inverse,3.0
Zr2VSn,0.74723675,8,dxmag,inverse,3.0
Zr2ZnAs,2.5e-08,8,dxmag,inverse,3.0
Zr2ZnBi,0.759328675,6,dxmag,inverse,3.0
Zr2ZnGa,4.5e-07,9,dxmag,inverse,3.0
Zr2ZnGe,0.0,6,dxmag,full,3.0
Zr2ZnIn,1.25e-07,12,dxmag,inverse,3.0
Zr2ZnP,2.5e-08,10,dxmag,inverse,3.0
Zr2ZnPb,0.0002655,11,dxmag,inverse,3.0
Zr2ZnSb,0.2962939,9,dxmag,inverse,3.0
Zr2ZnSi,0.0,6,dxmag,inverse,3.0
Zr2ZnSn,7e-07,6,dxmag,full,3.0
Zr3Al,0.45356695,5,dxmag,full,2.0
Zr3As,0.0,2,dxmag,full,2.0
Zr3Bi,0.0,2,dxmag,full,2.0
Zr3Ga,0.34380625,5,dxmag,full,2.0
Zr3Ge,0.8084417,3,dxmag,full,2.0
Zr3In,0.84069905,5,dxmag,full,2.0
Zr3P,5e-08,3,dxmag,full,2.0
Zr3Pb,0.27475910000000003,4,dxmag,full,2.0
Zr3Sb,0.0,2,dxmag,full,2.0
Zr3Si,0.0847713,5,dxmag,full,2.0
Zr3Sn,0.29188132499999997,4,dxmag,full,2.0
Zr3Tl,0.67054285,5,dxmag,full,2.0
ZrAg2As,0.0,3,dxmag,full,3.0
ZrAg2Bi,0.0,3,dxmag,full,3.0
ZrAg2Ge,0.0,3,dxmag,full,3.0
ZrAg2P,0.0,4,dxmag,full,3.0
ZrAg2Pb,0.0,4,dxmag,full,3.0
ZrAg2Sb,0.0,3,dxmag,full,3.0
ZrAg2Sn,0.0,3,dxmag,full,3.0
ZrAgAs,0.0,3,dxmag,half,3.0
ZrAgBi,2e-07,4,dxmag,half,3.0
ZrAgGe,0.0,4,dxmag,half,3.0
ZrAgP,2.5e-08,4,dxmag,half,3.0
ZrAgPb,1e-07,4,dxmag,half,3.0
ZrAgSb,0.0,4,dxmag,half,3.0
ZrAgSn,3e-07,3,dxmag,half,3.0
ZrAlAg,0.0,3,dxmag,half,3.0
ZrAlAg2,0.0,2,dxmag,full,3.0
ZrAlAu,0.0,4,dxmag,half,3.0
ZrAlAu2,0.0,3,dxmag,inverse,3.0
ZrAlCd,0.0,2,dxmag,half,3.0
ZrAlCd2,2.175e-06,6,dxmag,full,3.0
ZrAlCo,0.0004565,7,dxmag,half,3.0
ZrAlCo2,1.0000627,7,dxmag,inverse,3.0
ZrAlCr,3.2321734,7,dxmag,half,3.0
ZrAlCr2,0.8597187,9,dxmag,inverse,3.0
ZrAlCu,0.0,5,dxmag,half,3.0
ZrAlCu2,0.0,2,dxmag,full,3.0
ZrAlFe,0.00015605,9,dxmag,half,3.0
ZrAlFe2,1.4777873499999998,6,dxmag,full,3.0
ZrAlIr,0.00231465,7,dxmag,half,3.0
ZrAlIr2,0.0007959,6,dxmag,full,3.0
ZrAlMo,0.084372575,8,dxmag,half,3.0
ZrAlMo2,0.0,4,dxmag,full,3.0
ZrAlNi,0.0,8,dxmag,half,3.0
ZrAlNi2,0.0,4,dxmag,inverse,3.0
ZrAlOs,5e-08,5,dxmag,half,3.0
ZrAlOs2,0.0,4,dxmag,inverse,3.0
ZrAlPd,0.0,6,dxmag,half,3.0
ZrAlPd2,0.0,4,dxmag,inverse,3.0
ZrAlPt,0.00054055,5,dxmag,half,3.0
ZrAlPt2,0.0,3,dxmag,inverse,3.0
ZrAlRe,0.0,5,dxmag,half,3.0
ZrAlRe2,0.0,4,dxmag,full,3.0
ZrAlRh,8.725e-06,8,dxmag,half,3.0
ZrAlRh2,0.0,4,dxmag,full,3.0
ZrAlRu,0.0,4,dxmag,half,3.0
ZrAlRu2,5e-08,7,dxmag,inverse,3.0
ZrAlV,2.2824689,8,dxmag,half,3.0
ZrAlV2,0.129876,9,dxmag,inverse,3.0
ZrAlW,1.35e-06,7,dxmag,half,3.0
ZrAlW2,0.0,3,dxmag,full,3.0
ZrAlZn,0.0,3,dxmag,half,3.0
ZrAlZn2,0.0,4,dxmag,full,3.0
ZrAsAu,0.0,3,dxmag,half,3.0
ZrAsAu2,0.0,4,dxmag,full,3.0
ZrAsIr,0.0,4,dxmag,half,3.0
ZrAsIr2,0.0,5,dxmag,inverse,3.0
ZrAsOs,0.0,4,dxmag,half,3.0
ZrAsOs2,0.0,4,dxmag,inverse,3.0
ZrAsPd,0.0,4,dxmag,half,3.0
ZrAsPd2,0.0,3,dxmag,full,3.0
ZrAsPt,2.5e-08,4,dxmag,half,3.0
ZrAsPt2,0.0,4,dxmag,full,3.0
ZrAsRh,0.0,3,dxmag,half,3.0
ZrAsRh2,0.0,5,dxmag,full,3.0
ZrAsRu,0.0,4,dxmag,half,3.0
ZrAsRu2,0.34509772499999997,10,dxmag,inverse,3.0
ZrAsW,0.0,6,dxmag,half,3.0
ZrAsW2,0.0,5,dxmag,inverse,3.0
ZrBiAu,0.0,3,dxmag,half,3.0
ZrBiAu2,0.0,4,dxmag,full,3.0
ZrBiIr,0.0,3,dxmag,half,3.0
ZrBiIr2,0.0,4,dxmag,full,3.0
ZrBiMo,0.0,3,dxmag,half,3.0
ZrBiMo2,0.0,4,dxmag,inverse,3.0
ZrBiOs,2.5e-08,6,dxmag,half,3.0
ZrBiOs2,0.0,5,dxmag,inverse,3.0
ZrBiPd,0.0,2,dxmag,half,3.0
ZrBiPd2,0.0,3,dxmag,full,3.0
ZrBiPt,0.0,3,dxmag,half,3.0
ZrBiPt2,0.0,5,dxmag,full,3.0
ZrBiRh,0.0,3,dxmag,half,3.0
ZrBiRh2,0.0,6,dxmag,full,3.0
ZrBiRu,0.0,4,dxmag,half,3.0
ZrBiRu2,0.902409,9,dxmag,inverse,3.0
ZrBiW,7.2875e-05,4,dxmag,half,3.0
ZrBiW2,0.0,5,dxmag,full,3.0
ZrCd2As,2.5e-08,6,dxmag,full,3.0
ZrCd2Bi,6e-07,9,dxmag,full,3.0
ZrCd2Ga,0.0,5,dxmag,inverse,3.0
ZrCd2Ge,0.0,6,dxmag,full,3.0
ZrCd2In,0.000178825,6,dxmag,full,3.0
ZrCd2P,0.0,7,dxmag,full,3.0
ZrCd2Pb,0.0,7,dxmag,full,3.0
ZrCd2Sb,0.0,5,dxmag,full,3.0
ZrCd2Si,5e-08,7,dxmag,full,3.0
ZrCd2Sn,0.0,6,dxmag,full,3.0
ZrCdAs,0.0,5,dxmag,half,3.0
ZrCdBi,1.58e-05,7,dxmag,half,3.0
ZrCdGa,0.0,3,dxmag,half,3.0
ZrCdGe,0.0,5,dxmag,half,3.0
ZrCdIn,0.0,2,dxmag,half,3.0
ZrCdP,0.0,7,dxmag,half,3.0
ZrCdPb,0.00111675,8,dxmag,half,3.0
ZrCdSb,4e-07,7,dxmag,half,3.0
ZrCdSi,0.0,5,dxmag,half,3.0
ZrCdSn,0.0,3,dxmag,half,3.0
ZrCo2As,0.719340475,8,dxmag,inverse,3.0
ZrCo2Bi,0.0,4,dxmag,inverse,3.0
ZrCo2Ge,1.710353,9,dxmag,inverse,3.0
ZrCo2P,0.9233522000000001,12,dxmag,full,3.0
ZrCo2Pb,1.825e-06,6,dxmag,full,3.0
ZrCo2Sb,0.6031893500000001,10,dxmag,inverse,3.0
ZrCo2Si,1.6553978,9,dxmag,inverse,3.0
ZrCo2Sn,2.425e-06,6,dxmag,full,3.0
ZrCoAs,2.5e-08,6,dxmag,half,3.0
ZrCoBi,0.6224146749999999,6,dxmag,half,3.0
ZrCoGe,6.205e-05,6,dxmag,half,3.0
ZrCoP,0.0,3,dxmag,half,3.0
ZrCoPb,0.8459379,9,dxmag,half,3.0
ZrCoSb,0.5042033,6,dxmag,half,3.0
ZrCoSi,0.02664255,6,dxmag,half,3.0
ZrCoSn,4.5325e-05,6,dxmag,half,3.0
ZrCr2As,0.661792975,10,dxmag,inverse,3.0
ZrCr2Bi,2.4749297,14,dxmag,inverse,3.0
ZrCr2Ga,0.376925,9,dxmag,inverse,3.0
ZrCr2Ge,3.5e-07,5,dxmag,full,3.0
ZrCr2In,0.8852050499999999,6,dxmag,inverse,3.0
ZrCr2P,0.00010325,9,dxmag,full,3.0
ZrCr2Pb,0.43421435,5,dxmag,inverse,3.0
ZrCr2Sb,0.446024875,12,dxmag,inverse,3.0
